profileUrl,comment,likeCount,replyCount,username,commentDate,postID,ownerId,profilePictureUrl,isReply,timestamp,query
https://www.instagram.com/natalia.lupa,@ivi_wolf,1,0,natalia.lupa,2021-03-04T09:21:11.000Z,18193273444064226,1478374206,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/147888396_130364515620081_5665735635397907683_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=mSO-UcJ7cS8AX_pjMgJ&oh=32412c65f0066e69dee7bfaa43314fa5&oe=60707A99,false,2021-03-09T17:06:47.687Z,https://www.instagram.com/p/CLr0X1nhPRc/
https://www.instagram.com/natalia.lupa,@skoczen.p,1,0,natalia.lupa,2021-03-04T09:21:31.000Z,17874850301244344,1478374206,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/147888396_130364515620081_5665735635397907683_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=mSO-UcJ7cS8AX_pjMgJ&oh=32412c65f0066e69dee7bfaa43314fa5&oe=60707A99,false,2021-03-09T17:06:47.687Z,https://www.instagram.com/p/CLr0X1nhPRc/
https://www.instagram.com/natalia.lupa,@z_smyda,1,0,natalia.lupa,2021-03-05T09:40:57.000Z,17859095513444060,1478374206,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/147888396_130364515620081_5665735635397907683_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=mSO-UcJ7cS8AX_pjMgJ&oh=32412c65f0066e69dee7bfaa43314fa5&oe=60707A99,false,2021-03-09T17:06:47.687Z,https://www.instagram.com/p/CLr0X1nhPRc/
https://www.instagram.com/natalia.lupa,@tinka__j,0,0,natalia.lupa,2021-03-04T09:20:21.000Z,17843318648540996,1478374206,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/147888396_130364515620081_5665735635397907683_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=mSO-UcJ7cS8AX_pjMgJ&oh=32412c65f0066e69dee7bfaa43314fa5&oe=60707A99,false,2021-03-09T17:06:47.687Z,https://www.instagram.com/p/CLr0X1nhPRc/
https://www.instagram.com/natalia.lupa,@jdudczyk,0,0,natalia.lupa,2021-03-04T09:22:00.000Z,17901322990794266,1478374206,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/147888396_130364515620081_5665735635397907683_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=mSO-UcJ7cS8AX_pjMgJ&oh=32412c65f0066e69dee7bfaa43314fa5&oe=60707A99,false,2021-03-09T17:06:47.687Z,https://www.instagram.com/p/CLr0X1nhPRc/
https://www.instagram.com/natalia.lupa,@bea_tkaaaa,0,0,natalia.lupa,2021-03-04T09:22:10.000Z,17865709946381811,1478374206,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/147888396_130364515620081_5665735635397907683_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=mSO-UcJ7cS8AX_pjMgJ&oh=32412c65f0066e69dee7bfaa43314fa5&oe=60707A99,false,2021-03-09T17:06:47.687Z,https://www.instagram.com/p/CLr0X1nhPRc/
https://www.instagram.com/natalia.lupa,@aleksandraa__h,0,0,natalia.lupa,2021-03-04T09:20:45.000Z,17923218844535782,1478374206,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/147888396_130364515620081_5665735635397907683_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=mSO-UcJ7cS8AX_pjMgJ&oh=32412c65f0066e69dee7bfaa43314fa5&oe=60707A99,false,2021-03-09T17:06:47.687Z,https://www.instagram.com/p/CLr0X1nhPRc/
https://www.instagram.com/natalia.lupa,@lilkaaa77,0,0,natalia.lupa,2021-03-04T09:20:29.000Z,18141301036093444,1478374206,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/147888396_130364515620081_5665735635397907683_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=mSO-UcJ7cS8AX_pjMgJ&oh=32412c65f0066e69dee7bfaa43314fa5&oe=60707A99,false,2021-03-09T17:06:47.687Z,https://www.instagram.com/p/CLr0X1nhPRc/
https://www.instagram.com/natalia.lupa,@kaska.walasik,0,0,natalia.lupa,2021-03-05T09:41:10.000Z,17894910784846430,1478374206,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/147888396_130364515620081_5665735635397907683_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=mSO-UcJ7cS8AX_pjMgJ&oh=32412c65f0066e69dee7bfaa43314fa5&oe=60707A99,false,2021-03-09T17:06:47.687Z,https://www.instagram.com/p/CLr0X1nhPRc/
https://www.instagram.com/natalia.lupa,@sandrusia_nadusia_d,1,0,natalia.lupa,2021-03-06T10:54:49.000Z,17874194957265561,1478374206,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/s150x150/147888396_130364515620081_5665735635397907683_n.jpg?tp=1&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_ohc=mSO-UcJ7cS8AX_pjMgJ&oh=32412c65f0066e69dee7bfaa43314fa5&oe=60707A99,false,2021-03-09T17:06:47.687Z,https://www.instagram.com/p/CLr0X1nhPRc/
